"ISO","variable","value","typeIneq","variable1"
"SVK","HS_SFRH_edu_secondary",0.53,"secondary","HS_SFRH"
"SVN","HS_SFRH_edu_secondary",0.57,"secondary","HS_SFRH"
"ESP","HS_SFRH_edu_secondary",0.79,"secondary","HS_SFRH"
"SWE","HS_SFRH_edu_secondary",0.7,"secondary","HS_SFRH"
"CHE","HS_SFRH_edu_secondary",0.69,"secondary","HS_SFRH"
"TUR","HS_SFRH_edu_secondary",0.77,"secondary","HS_SFRH"
"GBR","HS_SFRH_edu_secondary",0.77,"secondary","HS_SFRH"
"USA","HS_SFRH_edu_secondary",,"secondary","HS_SFRH"
"OECD","HS_SFRH_edu_secondary",0.7,"secondary","HS_SFRH"
"LTU","HS_SFRH_edu_secondary",0.61,"secondary","HS_SFRH"
"AUS","WL_EWLH_edu_secondary",1.24,"secondary","WL_EWLH"
"AUT","WL_EWLH_edu_secondary",1.59,"secondary","WL_EWLH"
"BEL","WL_EWLH_edu_secondary",1.56,"secondary","WL_EWLH"
"CAN","WL_EWLH_edu_secondary",0.96,"secondary","WL_EWLH"
"CHL","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"CZE","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"DNK","WL_EWLH_edu_secondary",0.99,"secondary","WL_EWLH"
"EST","WL_EWLH_edu_secondary",1.53,"secondary","WL_EWLH"
"FIN","WL_EWLH_edu_secondary",0.99,"secondary","WL_EWLH"
"FRA","WL_EWLH_edu_secondary",1.58,"secondary","WL_EWLH"
"DEU","WL_EWLH_edu_secondary",1.55,"secondary","WL_EWLH"
"GRC","WL_EWLH_edu_secondary",0.89,"secondary","WL_EWLH"
"HUN","WL_EWLH_edu_secondary",1.17,"secondary","WL_EWLH"
"ISL","WL_EWLH_edu_secondary",0.99,"secondary","WL_EWLH"
"IRL","WL_EWLH_edu_secondary",1.13,"secondary","WL_EWLH"
"ISR","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"ITA","WL_EWLH_edu_secondary",1.2,"secondary","WL_EWLH"
"JPN","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"KOR","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"LVA","WL_EWLH_edu_secondary",1.22,"secondary","WL_EWLH"
"LUX","WL_EWLH_edu_secondary",2.03,"secondary","WL_EWLH"
"MEX","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"NLD","WL_EWLH_edu_secondary",0.94,"secondary","WL_EWLH"
"NZL","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"NOR","WL_EWLH_edu_secondary",0.88,"secondary","WL_EWLH"
"POL","WL_EWLH_edu_secondary",0.76,"secondary","WL_EWLH"
"PRT","WL_EWLH_edu_secondary",1.88,"secondary","WL_EWLH"
"SVK","WL_EWLH_edu_secondary",1,"secondary","WL_EWLH"
"SVN","WL_EWLH_edu_secondary",1.18,"secondary","WL_EWLH"
"ESP","WL_EWLH_edu_secondary",1.09,"secondary","WL_EWLH"
"SWE","WL_EWLH_edu_secondary",1.15,"secondary","WL_EWLH"
"CHE","WL_EWLH_edu_secondary",1.75,"secondary","WL_EWLH"
"TUR","WL_EWLH_edu_secondary",,"secondary","WL_EWLH"
"GBR","WL_EWLH_edu_secondary",1.26,"secondary","WL_EWLH"
"USA","WL_EWLH_edu_secondary",1.65,"secondary","WL_EWLH"
"OECD","WL_EWLH_edu_secondary",1.26,"secondary","WL_EWLH"
"LTU","WL_EWLH_edu_secondary",0.93,"secondary","WL_EWLH"
"AUS","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"AUT","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"BEL","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"CAN","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"CHL","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"CZE","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"DNK","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"EST","ES_STCS_edu_secondary",0.96,"secondary","ES_STCS"
"FIN","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"FRA","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"DEU","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"GRC","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"HUN","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"ISL","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"IRL","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"ISR","ES_STCS_edu_secondary",0.89,"secondary","ES_STCS"
"ITA","ES_STCS_edu_secondary",0.97,"secondary","ES_STCS"
"JPN","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"KOR","ES_STCS_edu_secondary",0.92,"secondary","ES_STCS"
"LVA","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"LUX","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"MEX","ES_STCS_edu_secondary",0.96,"secondary","ES_STCS"
"NLD","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"NZL","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"NOR","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"POL","ES_STCS_edu_secondary",0.9,"secondary","ES_STCS"
"PRT","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"SVK","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"SVN","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"ESP","ES_STCS_edu_secondary",0.94,"secondary","ES_STCS"
"SWE","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"CHE","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"TUR","ES_STCS_edu_secondary",0.96,"secondary","ES_STCS"
"GBR","ES_STCS_edu_secondary",0.96,"secondary","ES_STCS"
"USA","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"OECD","ES_STCS_edu_secondary",0.93,"secondary","ES_STCS"
"LTU","ES_STCS_edu_secondary",0.91,"secondary","ES_STCS"
"AUS","ES_ADCO_edu_secondary",0.93,"secondary","ES_ADCO"
"AUT","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"BEL","ES_ADCO_edu_secondary",0.89,"secondary","ES_ADCO"
"CAN","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"CHL","ES_ADCO_edu_secondary",0.87,"secondary","ES_ADCO"
"CZE","ES_ADCO_edu_secondary",0.89,"secondary","ES_ADCO"
"DNK","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"EST","ES_ADCO_edu_secondary",0.93,"secondary","ES_ADCO"
"FIN","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"FRA","ES_ADCO_edu_secondary",0.87,"secondary","ES_ADCO"
"DEU","ES_ADCO_edu_secondary",0.9,"secondary","ES_ADCO"
"GRC","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"HUN","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"ISL","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"IRL","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"ISR","ES_ADCO_edu_secondary",0.89,"secondary","ES_ADCO"
"ITA","ES_ADCO_edu_secondary",0.94,"secondary","ES_ADCO"
"JPN","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"KOR","ES_ADCO_edu_secondary",0.93,"secondary","ES_ADCO"
"LVA","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"LUX","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"MEX","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"NLD","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"NZL","ES_ADCO_edu_secondary",0.93,"secondary","ES_ADCO"
"NOR","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"POL","ES_ADCO_edu_secondary",0.87,"secondary","ES_ADCO"
"PRT","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"SVK","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"SVN","ES_ADCO_edu_secondary",0.89,"secondary","ES_ADCO"
"ESP","ES_ADCO_edu_secondary",0.93,"secondary","ES_ADCO"
"SWE","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"CHE","ES_ADCO_edu_secondary",,"secondary","ES_ADCO"
"TUR","ES_ADCO_edu_secondary",0.94,"secondary","ES_ADCO"
"GBR","ES_ADCO_edu_secondary",0.92,"secondary","ES_ADCO"
"USA","ES_ADCO_edu_secondary",0.86,"secondary","ES_ADCO"
"OECD","ES_ADCO_edu_secondary",0.91,"secondary","ES_ADCO"
"LTU","ES_ADCO_edu_secondary",0.89,"secondary","ES_ADCO"
"AUS","SC_SNTWS_edu_secondary",0.93,"secondary","SC_SNTWS"
"AUT","SC_SNTWS_edu_secondary",0.74,"secondary","SC_SNTWS"
"BEL","SC_SNTWS_edu_secondary",0.8,"secondary","SC_SNTWS"
"CAN","SC_SNTWS_edu_secondary",1,"secondary","SC_SNTWS"
"CHL","SC_SNTWS_edu_secondary",0.64,"secondary","SC_SNTWS"
"CZE","SC_SNTWS_edu_secondary",0.63,"secondary","SC_SNTWS"
"DNK","SC_SNTWS_edu_secondary",1.04,"secondary","SC_SNTWS"
"EST","SC_SNTWS_edu_secondary",0.79,"secondary","SC_SNTWS"
"FIN","SC_SNTWS_edu_secondary",0.56,"secondary","SC_SNTWS"
"FRA","SC_SNTWS_edu_secondary",0.69,"secondary","SC_SNTWS"
"DEU","SC_SNTWS_edu_secondary",0.95,"secondary","SC_SNTWS"
"GRC","SC_SNTWS_edu_secondary",0.74,"secondary","SC_SNTWS"
"HUN","SC_SNTWS_edu_secondary",0.56,"secondary","SC_SNTWS"
"ISL","SC_SNTWS_edu_secondary",0.98,"secondary","SC_SNTWS"
"IRL","SC_SNTWS_edu_secondary",0.88,"secondary","SC_SNTWS"
"ISR","SC_SNTWS_edu_secondary",0.78,"secondary","SC_SNTWS"
"ITA","SC_SNTWS_edu_secondary",0.78,"secondary","SC_SNTWS"
"JPN","SC_SNTWS_edu_secondary",0.98,"secondary","SC_SNTWS"
"KOR","SC_SNTWS_edu_secondary",0.72,"secondary","SC_SNTWS"
"LVA","SC_SNTWS_edu_secondary",0.54,"secondary","SC_SNTWS"
"LUX","SC_SNTWS_edu_secondary",0.94,"secondary","SC_SNTWS"
"MEX","SC_SNTWS_edu_secondary",0.79,"secondary","SC_SNTWS"
"NLD","SC_SNTWS_edu_secondary",0.84,"secondary","SC_SNTWS"
"NZL","SC_SNTWS_edu_secondary",1.16,"secondary","SC_SNTWS"
"NOR","SC_SNTWS_edu_secondary",0.6,"secondary","SC_SNTWS"
"POL","SC_SNTWS_edu_secondary",0.55,"secondary","SC_SNTWS"
"PRT","SC_SNTWS_edu_secondary",0.57,"secondary","SC_SNTWS"
"SVK","SC_SNTWS_edu_secondary",0.67,"secondary","SC_SNTWS"
"SVN","SC_SNTWS_edu_secondary",0.73,"secondary","SC_SNTWS"
"ESP","SC_SNTWS_edu_secondary",0.64,"secondary","SC_SNTWS"
"SWE","SC_SNTWS_edu_secondary",0.99,"secondary","SC_SNTWS"
"CHE","SC_SNTWS_edu_secondary",1.11,"secondary","SC_SNTWS"
"TUR","SC_SNTWS_edu_secondary",0.55,"secondary","SC_SNTWS"
"GBR","SC_SNTWS_edu_secondary",0.87,"secondary","SC_SNTWS"
"USA","SC_SNTWS_edu_secondary",0.56,"secondary","SC_SNTWS"
"OECD","SC_SNTWS_edu_secondary",0.78,"secondary","SC_SNTWS"
"LTU","SC_SNTWS_edu_secondary",0.5,"secondary","SC_SNTWS"
"AUS","CG_SAYG_edu_secondary",0.85,"secondary","CG_SAYG"
"AUT","CG_SAYG_edu_secondary",0.73,"secondary","CG_SAYG"
"BEL","CG_SAYG_edu_secondary",0.67,"secondary","CG_SAYG"
"CAN","CG_SAYG_edu_secondary",0.81,"secondary","CG_SAYG"
"CHL","CG_SAYG_edu_secondary",0.5,"secondary","CG_SAYG"
"CZE","CG_SAYG_edu_secondary",0.7,"secondary","CG_SAYG"
"DNK","CG_SAYG_edu_secondary",0.74,"secondary","CG_SAYG"
"EST","CG_SAYG_edu_secondary",0.81,"secondary","CG_SAYG"
"FIN","CG_SAYG_edu_secondary",0.51,"secondary","CG_SAYG"
"FRA","CG_SAYG_edu_secondary",0.85,"secondary","CG_SAYG"
"DEU","CG_SAYG_edu_secondary",0.67,"secondary","CG_SAYG"
"GRC","CG_SAYG_edu_secondary",0.88,"secondary","CG_SAYG"
"HUN","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"ISL","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"IRL","CG_SAYG_edu_secondary",0.81,"secondary","CG_SAYG"
"ISR","CG_SAYG_edu_secondary",0.88,"secondary","CG_SAYG"
"ITA","CG_SAYG_edu_secondary",0.83,"secondary","CG_SAYG"
"JPN","CG_SAYG_edu_secondary",0.75,"secondary","CG_SAYG"
"KOR","CG_SAYG_edu_secondary",0.79,"secondary","CG_SAYG"
"LVA","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"LUX","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"MEX","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"NLD","CG_SAYG_edu_secondary",0.66,"secondary","CG_SAYG"
"NZL","CG_SAYG_edu_secondary",0.74,"secondary","CG_SAYG"
"NOR","CG_SAYG_edu_secondary",0.59,"secondary","CG_SAYG"
"POL","CG_SAYG_edu_secondary",0.61,"secondary","CG_SAYG"
"PRT","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"SVK","CG_SAYG_edu_secondary",0.76,"secondary","CG_SAYG"
"SVN","CG_SAYG_edu_secondary",0.84,"secondary","CG_SAYG"
"ESP","CG_SAYG_edu_secondary",0.91,"secondary","CG_SAYG"
"SWE","CG_SAYG_edu_secondary",0.68,"secondary","CG_SAYG"
"CHE","CG_SAYG_edu_secondary",,"secondary","CG_SAYG"
"TUR","CG_SAYG_edu_secondary",1.03,"secondary","CG_SAYG"
"GBR","CG_SAYG_edu_secondary",0.7,"secondary","CG_SAYG"
"USA","CG_SAYG_edu_secondary",0.65,"secondary","CG_SAYG"
"OECD","CG_SAYG_edu_secondary",0.75,"secondary","CG_SAYG"
"LTU","CG_SAYG_edu_secondary",0.54,"secondary","CG_SAYG"
"AUS","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"AUT","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"BEL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"CAN","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"CHL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"CZE","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"DNK","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"EST","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"FIN","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"FRA","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"DEU","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"GRC","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"HUN","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"ISL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"IRL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"ISR","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"ITA","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"JPN","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"KOR","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"LVA","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"LUX","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"MEX","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"NLD","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"NZL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"NOR","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"POL","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"PRT","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"SVK","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"SVN","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"ESP","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"SWE","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"CHE","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"TUR","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"GBR","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"USA","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"OECD","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"LTU","CG_VOTO_edu_secondary",,"secondary","CG_VOTO"
"AUS","EQ_SATW_edu_secondary",0.73,"secondary","EQ_SATW"
"AUT","EQ_SATW_edu_secondary",1.04,"secondary","EQ_SATW"
"BEL","EQ_SATW_edu_secondary",1.16,"secondary","EQ_SATW"
"CAN","EQ_SATW_edu_secondary",0.77,"secondary","EQ_SATW"
"CHL","EQ_SATW_edu_secondary",1.13,"secondary","EQ_SATW"
"CZE","EQ_SATW_edu_secondary",0.89,"secondary","EQ_SATW"
"DNK","EQ_SATW_edu_secondary",1.02,"secondary","EQ_SATW"
"EST","EQ_SATW_edu_secondary",0.77,"secondary","EQ_SATW"
"FIN","EQ_SATW_edu_secondary",0.94,"secondary","EQ_SATW"
"FRA","EQ_SATW_edu_secondary",1.12,"secondary","EQ_SATW"
"DEU","EQ_SATW_edu_secondary",0.87,"secondary","EQ_SATW"
"GRC","EQ_SATW_edu_secondary",0.96,"secondary","EQ_SATW"
"HUN","EQ_SATW_edu_secondary",1.09,"secondary","EQ_SATW"
"ISL","EQ_SATW_edu_secondary",1.27,"secondary","EQ_SATW"
"IRL","EQ_SATW_edu_secondary",1,"secondary","EQ_SATW"
"ISR","EQ_SATW_edu_secondary",1.14,"secondary","EQ_SATW"
"ITA","EQ_SATW_edu_secondary",1.05,"secondary","EQ_SATW"
"JPN","EQ_SATW_edu_secondary",1.1,"secondary","EQ_SATW"
"KOR","EQ_SATW_edu_secondary",0.94,"secondary","EQ_SATW"
"LVA","EQ_SATW_edu_secondary",1.04,"secondary","EQ_SATW"
"LUX","EQ_SATW_edu_secondary",1.14,"secondary","EQ_SATW"
"MEX","EQ_SATW_edu_secondary",0.98,"secondary","EQ_SATW"
"NLD","EQ_SATW_edu_secondary",0.98,"secondary","EQ_SATW"
"NZL","EQ_SATW_edu_secondary",0.86,"secondary","EQ_SATW"
"NOR","EQ_SATW_edu_secondary",1.21,"secondary","EQ_SATW"
"POL","EQ_SATW_edu_secondary",1.11,"secondary","EQ_SATW"
"PRT","EQ_SATW_edu_secondary",1.04,"secondary","EQ_SATW"
"SVK","EQ_SATW_edu_secondary",0.97,"secondary","EQ_SATW"
"SVN","EQ_SATW_edu_secondary",1.34,"secondary","EQ_SATW"
"ESP","EQ_SATW_edu_secondary",0.95,"secondary","EQ_SATW"
"SWE","EQ_SATW_edu_secondary",0.85,"secondary","EQ_SATW"
"CHE","EQ_SATW_edu_secondary",0.78,"secondary","EQ_SATW"
"TUR","EQ_SATW_edu_secondary",1.09,"secondary","EQ_SATW"
"GBR","EQ_SATW_edu_secondary",1.17,"secondary","EQ_SATW"
"USA","EQ_SATW_edu_secondary",0.79,"secondary","EQ_SATW"
"OECD","EQ_SATW_edu_secondary",1.01,"secondary","EQ_SATW"
"LTU","EQ_SATW_edu_secondary",1,"secondary","EQ_SATW"
"AUS","PS_SFRV_edu_secondary",0.75,"secondary","PS_SFRV"
"AUT","PS_SFRV_edu_secondary",0.62,"secondary","PS_SFRV"
"BEL","PS_SFRV_edu_secondary",0.84,"secondary","PS_SFRV"
"CAN","PS_SFRV_edu_secondary",0.74,"secondary","PS_SFRV"
"CHL","PS_SFRV_edu_secondary",0.91,"secondary","PS_SFRV"
"CZE","PS_SFRV_edu_secondary",0.77,"secondary","PS_SFRV"
"DNK","PS_SFRV_edu_secondary",0.66,"secondary","PS_SFRV"
"EST","PS_SFRV_edu_secondary",0.93,"secondary","PS_SFRV"
"FIN","PS_SFRV_edu_secondary",0.99,"secondary","PS_SFRV"
"FRA","PS_SFRV_edu_secondary",0.73,"secondary","PS_SFRV"
"DEU","PS_SFRV_edu_secondary",0.69,"secondary","PS_SFRV"
"GRC","PS_SFRV_edu_secondary",0.81,"secondary","PS_SFRV"
"HUN","PS_SFRV_edu_secondary",1.07,"secondary","PS_SFRV"
"ISL","PS_SFRV_edu_secondary",0.93,"secondary","PS_SFRV"
"IRL","PS_SFRV_edu_secondary",0.78,"secondary","PS_SFRV"
"ISR","PS_SFRV_edu_secondary",0.85,"secondary","PS_SFRV"
"ITA","PS_SFRV_edu_secondary",1.02,"secondary","PS_SFRV"
"JPN","PS_SFRV_edu_secondary",0.67,"secondary","PS_SFRV"
"KOR","PS_SFRV_edu_secondary",0.83,"secondary","PS_SFRV"
"LVA","PS_SFRV_edu_secondary",1.05,"secondary","PS_SFRV"
"LUX","PS_SFRV_edu_secondary",0.66,"secondary","PS_SFRV"
"MEX","PS_SFRV_edu_secondary",1,"secondary","PS_SFRV"
"NLD","PS_SFRV_edu_secondary",0.63,"secondary","PS_SFRV"
"NZL","PS_SFRV_edu_secondary",0.91,"secondary","PS_SFRV"
"NOR","PS_SFRV_edu_secondary",0.93,"secondary","PS_SFRV"
"POL","PS_SFRV_edu_secondary",1.02,"secondary","PS_SFRV"
"PRT","PS_SFRV_edu_secondary",0.94,"secondary","PS_SFRV"
"SVK","PS_SFRV_edu_secondary",0.93,"secondary","PS_SFRV"
"SVN","PS_SFRV_edu_secondary",0.94,"secondary","PS_SFRV"
"ESP","PS_SFRV_edu_secondary",0.83,"secondary","PS_SFRV"
"SWE","PS_SFRV_edu_secondary",0.89,"secondary","PS_SFRV"
"CHE","PS_SFRV_edu_secondary",0.56,"secondary","PS_SFRV"
"TUR","PS_SFRV_edu_secondary",1.03,"secondary","PS_SFRV"
"GBR","PS_SFRV_edu_secondary",0.78,"secondary","PS_SFRV"
"USA","PS_SFRV_edu_secondary",0.71,"secondary","PS_SFRV"
"OECD","PS_SFRV_edu_secondary",0.84,"secondary","PS_SFRV"
"LTU","PS_SFRV_edu_secondary",1.05,"secondary","PS_SFRV"
"AUS","SW_LIFS_edu_secondary",0.97,"secondary","SW_LIFS"
"AUT","SW_LIFS_edu_secondary",0.94,"secondary","SW_LIFS"
"BEL","SW_LIFS_edu_secondary",0.94,"secondary","SW_LIFS"
"CAN","SW_LIFS_edu_secondary",0.96,"secondary","SW_LIFS"
"CHL","SW_LIFS_edu_secondary",0.91,"secondary","SW_LIFS"
"CZE","SW_LIFS_edu_secondary",0.9,"secondary","SW_LIFS"
"DNK","SW_LIFS_edu_secondary",0.98,"secondary","SW_LIFS"
"EST","SW_LIFS_edu_secondary",0.88,"secondary","SW_LIFS"
"FIN","SW_LIFS_edu_secondary",0.95,"secondary","SW_LIFS"
"FRA","SW_LIFS_edu_secondary",0.91,"secondary","SW_LIFS"
"DEU","SW_LIFS_edu_secondary",0.92,"secondary","SW_LIFS"
"GRC","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"HUN","SW_LIFS_edu_secondary",0.86,"secondary","SW_LIFS"
"ISL","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"IRL","SW_LIFS_edu_secondary",0.98,"secondary","SW_LIFS"
"ISR","SW_LIFS_edu_secondary",0.98,"secondary","SW_LIFS"
"ITA","SW_LIFS_edu_secondary",0.95,"secondary","SW_LIFS"
"JPN","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"KOR","SW_LIFS_edu_secondary",0.91,"secondary","SW_LIFS"
"LVA","SW_LIFS_edu_secondary",0.88,"secondary","SW_LIFS"
"LUX","SW_LIFS_edu_secondary",0.94,"secondary","SW_LIFS"
"MEX","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"NLD","SW_LIFS_edu_secondary",0.96,"secondary","SW_LIFS"
"NZL","SW_LIFS_edu_secondary",0.97,"secondary","SW_LIFS"
"NOR","SW_LIFS_edu_secondary",0.97,"secondary","SW_LIFS"
"POL","SW_LIFS_edu_secondary",0.89,"secondary","SW_LIFS"
"PRT","SW_LIFS_edu_secondary",0.88,"secondary","SW_LIFS"
"SVK","SW_LIFS_edu_secondary",0.87,"secondary","SW_LIFS"
"SVN","SW_LIFS_edu_secondary",0.84,"secondary","SW_LIFS"
"ESP","SW_LIFS_edu_secondary",0.92,"secondary","SW_LIFS"
"SWE","SW_LIFS_edu_secondary",0.97,"secondary","SW_LIFS"
"CHE","SW_LIFS_edu_secondary",0.96,"secondary","SW_LIFS"
"TUR","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"GBR","SW_LIFS_edu_secondary",0.96,"secondary","SW_LIFS"
"USA","SW_LIFS_edu_secondary",0.95,"secondary","SW_LIFS"
"OECD","SW_LIFS_edu_secondary",0.93,"secondary","SW_LIFS"
"LTU","SW_LIFS_edu_secondary",0.89,"secondary","SW_LIFS"
"AUS","IW_HADI_age_young",0.91,"young","IW_HADI"
"AUT","IW_HADI_age_young",0.9,"young","IW_HADI"
"BEL","IW_HADI_age_young",0.94,"young","IW_HADI"
"CAN","IW_HADI_age_young",0.94,"young","IW_HADI"
"CHL","IW_HADI_age_young",0.81,"young","IW_HADI"
"CZE","IW_HADI_age_young",0.9,"young","IW_HADI"
"DNK","IW_HADI_age_young",0.91,"young","IW_HADI"
"EST","IW_HADI_age_young",0.92,"young","IW_HADI"
"FIN","IW_HADI_age_young",0.9,"young","IW_HADI"
"FRA","IW_HADI_age_young",0.94,"young","IW_HADI"
"DEU","IW_HADI_age_young",0.89,"young","IW_HADI"
"GRC","IW_HADI_age_young",0.92,"young","IW_HADI"
"HUN","IW_HADI_age_young",0.92,"young","IW_HADI"
"ISL","IW_HADI_age_young",0.98,"young","IW_HADI"
"IRL","IW_HADI_age_young",0.89,"young","IW_HADI"
"ISR","IW_HADI_age_young",0.88,"young","IW_HADI"
"ITA","IW_HADI_age_young",0.92,"young","IW_HADI"
"JPN","IW_HADI_age_young",0.92,"young","IW_HADI"
"KOR","IW_HADI_age_young",0.95,"young","IW_HADI"
"LVA","IW_HADI_age_young",0.88,"young","IW_HADI"
"LUX","IW_HADI_age_young",0.88,"young","IW_HADI"
"MEX","IW_HADI_age_young",0.83,"young","IW_HADI"
"NLD","IW_HADI_age_young",0.9,"young","IW_HADI"
"NZL","IW_HADI_age_young",0.85,"young","IW_HADI"
"NOR","IW_HADI_age_young",0.93,"young","IW_HADI"
"POL","IW_HADI_age_young",0.89,"young","IW_HADI"
"PRT","IW_HADI_age_young",0.89,"young","IW_HADI"
"SVK","IW_HADI_age_young",0.88,"young","IW_HADI"
"SVN","IW_HADI_age_young",0.98,"young","IW_HADI"
"ESP","IW_HADI_age_young",0.92,"young","IW_HADI"
"SWE","IW_HADI_age_young",0.94,"young","IW_HADI"
"CHE","IW_HADI_age_young",0.9,"young","IW_HADI"
"TUR","IW_HADI_age_young",0.8,"young","IW_HADI"
"GBR","IW_HADI_age_young",0.86,"young","IW_HADI"
"USA","IW_HADI_age_young",0.84,"young","IW_HADI"
"OECD","IW_HADI_age_young",0.9,"young","IW_HADI"
"LTU","IW_HADI_age_young",0.92,"young","IW_HADI"
